ALDESLEUKIN	http://purl.bioontology.org/ontology/RXNORM/70223
ALDIOXA	http://purl.bioontology.org/ontology/RXNORM/23161
ALEFACEPT	http://purl.bioontology.org/ontology/RXNORM/299635
ALEMTUZUMAB	http://purl.bioontology.org/ontology/RXNORM/117055
ALENDRONIC ACID	http://purl.bioontology.org/ontology/RXNORM/236083
ALEXITOL SODIUM	http://purl.bioontology.org/ontology/RXNORM/236340
ALFACALCIDOL	http://purl.bioontology.org/ontology/RXNORM/12062
ALFALFA OIL	http://purl.bioontology.org/ontology/RXNORM/323994
ALFENTANIL	http://purl.bioontology.org/ontology/RXNORM/480
ALFENTANIL HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/203203
ALFUZOSIN	http://purl.bioontology.org/ontology/RXNORM/17300
ALFUZOSIN HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/46043
ALGESTONE	http://purl.bioontology.org/ontology/RXNORM/595
ALGINIC ACID	http://purl.bioontology.org/ontology/RXNORM/17305
ALGLUCERASE	http://purl.bioontology.org/ontology/RXNORM/46049
ALGLUCOSIDASE ALFA	http://purl.bioontology.org/ontology/RXNORM/629565
ALIBENDOL	http://purl.bioontology.org/ontology/RXNORM/236219
ALISKIREN	http://purl.bioontology.org/ontology/RXNORM/325646
ALISKIREN HEMIFUMARATE	http://purl.bioontology.org/ontology/RXNORM/732498
ALITRETINOIN	http://purl.bioontology.org/ontology/RXNORM/81864
ALIZAPRIDE	http://purl.bioontology.org/ontology/RXNORM/17311
ALLANTOIN	http://purl.bioontology.org/ontology/RXNORM/508
ALLETHRIN	http://purl.bioontology.org/ontology/RXNORM/513
ALLOBARBITAL	http://purl.bioontology.org/ontology/RXNORM/516
ALLOPURINOL	http://purl.bioontology.org/ontology/RXNORM/519
ALLYL SULFIDE	http://purl.bioontology.org/ontology/RXNORM/17376
ALLYLESTRENOL	http://purl.bioontology.org/ontology/RXNORM/525
ALMINOPROFEN	http://purl.bioontology.org/ontology/RXNORM/17387
ALMITRINE	http://purl.bioontology.org/ontology/RXNORM/528
ALMOTRIPTAN	http://purl.bioontology.org/ontology/RXNORM/279645
ALMOTRIPTAN MALATE	http://purl.bioontology.org/ontology/RXNORM/283792
ALOGLUTAMOL	http://purl.bioontology.org/ontology/RXNORM/17392
ALOSETRON	http://purl.bioontology.org/ontology/RXNORM/85248
ALOSETRON HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/85247
ALOXIPRIN	http://purl.bioontology.org/ontology/RXNORM/17393
ALPHAPRODINE	http://purl.bioontology.org/ontology/RXNORM/594
ALPRAZOLAM	http://purl.bioontology.org/ontology/RXNORM/596
ALPRENOLOL	http://purl.bioontology.org/ontology/RXNORM/597
ALPROSTADIL	http://purl.bioontology.org/ontology/RXNORM/598
ALTEPLASE	http://purl.bioontology.org/ontology/RXNORM/8410
ALTHIAZIDE	http://purl.bioontology.org/ontology/RXNORM/17599
ALTRETAMINE	http://purl.bioontology.org/ontology/RXNORM/5296
ALUMINUM ACETATE	http://purl.bioontology.org/ontology/RXNORM/17609
ALUMINUM CARBONATE	http://purl.bioontology.org/ontology/RXNORM/89858
ALUMINUM CHLORIDE	http://purl.bioontology.org/ontology/RXNORM/46241
ALUMINUM FLUFENAMATE	http://purl.bioontology.org/ontology/RXNORM/17612
ALUMINUM PHOSPHATE	http://purl.bioontology.org/ontology/RXNORM/17618
ALUMINUM SESQUICHLOROHYDRATE	http://purl.bioontology.org/ontology/RXNORM/543375
ALUMINUM STEARATE	http://purl.bioontology.org/ontology/RXNORM/46243
ALUMINUM SUBACETATE	http://purl.bioontology.org/ontology/RXNORM/235461
ALUMINUM SULFATE	http://purl.bioontology.org/ontology/RXNORM/17621
ALVERINE	http://purl.bioontology.org/ontology/RXNORM/17627
ALVERINE CITRATE	http://purl.bioontology.org/ontology/RXNORM/71767
ALVIMOPAN	http://purl.bioontology.org/ontology/RXNORM/480639
AMANTADINE	http://purl.bioontology.org/ontology/RXNORM/620
AMBENONIUM	http://purl.bioontology.org/ontology/RXNORM/623
AMBRISENTAN	http://purl.bioontology.org/ontology/RXNORM/358274
AMBROXOL	http://purl.bioontology.org/ontology/RXNORM/625
AMBROXOL ACEFYLLINATE	http://purl.bioontology.org/ontology/RXNORM/236595
AMBROXOL HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/438399
AMCINONIDE	http://purl.bioontology.org/ontology/RXNORM/17652
AMDINOCILLIN	http://purl.bioontology.org/ontology/RXNORM/626
AMEZINIUM	http://purl.bioontology.org/ontology/RXNORM/17665
AMIDOX	http://purl.bioontology.org/ontology/RXNORM/379720
AMIFOSTINE	http://purl.bioontology.org/ontology/RXNORM/4126
AMIKACIN	http://purl.bioontology.org/ontology/RXNORM/641
AMILORIDE	http://purl.bioontology.org/ontology/RXNORM/644
AMINACRINE	http://purl.bioontology.org/ontology/RXNORM/645
AMINAPHTHONE	http://purl.bioontology.org/ontology/RXNORM/46276
AMINOGLUTETHIMIDE	http://purl.bioontology.org/ontology/RXNORM/677
AMINOPENTAMIDE	http://purl.bioontology.org/ontology/RXNORM/1006397
AMINOPENTAMIDE SULFATE	http://purl.bioontology.org/ontology/RXNORM/1006396
AMINOPHYLLINE	http://purl.bioontology.org/ontology/RXNORM/689
AMINOQUINURIDE	http://purl.bioontology.org/ontology/RXNORM/17747
AMINOSALICYLIC ACID	http://purl.bioontology.org/ontology/RXNORM/7833
AMIODARONE	http://purl.bioontology.org/ontology/RXNORM/703
AMIODARONE HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/203114
AMISULPRIDE	http://purl.bioontology.org/ontology/RXNORM/46303
AMITRAZ	http://purl.bioontology.org/ontology/RXNORM/17763
AMITRIPTYLINE	http://purl.bioontology.org/ontology/RXNORM/704
AMITRIPTYLINE PAMOATE	http://purl.bioontology.org/ontology/RXNORM/235737
AMLEXANOX	http://purl.bioontology.org/ontology/RXNORM/46307
AMLODIPINE	http://purl.bioontology.org/ontology/RXNORM/17767
AMMONIUM LACTATE	http://purl.bioontology.org/ontology/RXNORM/215247
AMMONIUM MOLYBDATE	http://purl.bioontology.org/ontology/RXNORM/17789
AMMONIUM SALICYLATE	http://purl.bioontology.org/ontology/RXNORM/236220
AMOBARBITAL	http://purl.bioontology.org/ontology/RXNORM/719
AMODIAQUINE	http://purl.bioontology.org/ontology/RXNORM/720
AMODIAQUINE HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/314495
AMOROLFINE	http://purl.bioontology.org/ontology/RXNORM/17804
AMOROLFINE HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/293865
AMOXAPINE	http://purl.bioontology.org/ontology/RXNORM/722
AMOXICILLIN	http://purl.bioontology.org/ontology/RXNORM/723
AMOXICILLIN SODIUM	http://purl.bioontology.org/ontology/RXNORM/267360
AMPHETAMINE	http://purl.bioontology.org/ontology/RXNORM/725
AMPHETAMINE ASPARTATE	http://purl.bioontology.org/ontology/RXNORM/221057
AMPHETAMINE ASPARTATE MONOHYDRATE	http://purl.bioontology.org/ontology/RXNORM/405812
AMPICILLIN	http://purl.bioontology.org/ontology/RXNORM/733
AMPRENAVIR	http://purl.bioontology.org/ontology/RXNORM/228656
AMPROLIUM	http://purl.bioontology.org/ontology/RXNORM/1006654
AMSACRINE	http://purl.bioontology.org/ontology/RXNORM/739
AMYL SALICYLATE	http://purl.bioontology.org/ontology/RXNORM/236149
AMYLMETACRESOL	http://purl.bioontology.org/ontology/RXNORM/236248
AMYLOCAINE	http://purl.bioontology.org/ontology/RXNORM/40660
AMYLOCAINE HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/235793
ANAGRELIDE	http://purl.bioontology.org/ontology/RXNORM/596724
ANAGRELIDE HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/236612
ANAKINRA	http://purl.bioontology.org/ontology/RXNORM/72435
ANASTROZOLE	http://purl.bioontology.org/ontology/RXNORM/84857
ANCESTIM	http://purl.bioontology.org/ontology/RXNORM/140502
ANCROD	http://purl.bioontology.org/ontology/RXNORM/772
ANDROSTENEDIONE	http://purl.bioontology.org/ontology/RXNORM/784
ANETHOLE	http://purl.bioontology.org/ontology/RXNORM/17881
ANIDULAFUNGIN	http://purl.bioontology.org/ontology/RXNORM/341018
ANILERIDINE	http://purl.bioontology.org/ontology/RXNORM/17933
ANILERIDINE HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/235413
ANIRACETAM	http://purl.bioontology.org/ontology/RXNORM/17939
ANISE OIL	http://purl.bioontology.org/ontology/RXNORM/90926
ANISINDIONE	http://purl.bioontology.org/ontology/RXNORM/17941
ANISOTROPINE	http://purl.bioontology.org/ontology/RXNORM/89780
ANISTREPLASE	http://purl.bioontology.org/ontology/RXNORM/40028
ANTAZOLINE	http://purl.bioontology.org/ontology/RXNORM/865
ANTHRALIN	http://purl.bioontology.org/ontology/RXNORM/873
ANTI-INHIBITOR COAGULANT COMPLEX	http://purl.bioontology.org/ontology/RXNORM/314504
ANTIPYRINE	http://purl.bioontology.org/ontology/RXNORM/1001
APAZONE	http://purl.bioontology.org/ontology/RXNORM/1029
APOMORPHINE	http://purl.bioontology.org/ontology/RXNORM/1043
APOMORPHINE HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/71225
APRACLONIDINE	http://purl.bioontology.org/ontology/RXNORM/14845
APRACLONIDINE HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/91350
APREPITANT	http://purl.bioontology.org/ontology/RXNORM/358255
APRINDINE	http://purl.bioontology.org/ontology/RXNORM/1054
APRINDINE HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/236158
APROBARBITAL	http://purl.bioontology.org/ontology/RXNORM/17381
APROTININ	http://purl.bioontology.org/ontology/RXNORM/1056
ARBEKACIN SULFATE	http://purl.bioontology.org/ontology/RXNORM/237044
ARBUTAMINE	http://purl.bioontology.org/ontology/RXNORM/61609
ARBUTAMINE HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/236829
ARDEPARIN	http://purl.bioontology.org/ontology/RXNORM/87866
ARDEPARIN SODIUM	http://purl.bioontology.org/ontology/RXNORM/87865
ARFORMOTEROL	http://purl.bioontology.org/ontology/RXNORM/304962
ARGATROBAN	http://purl.bioontology.org/ontology/RXNORM/15202
ARGININE	http://purl.bioontology.org/ontology/RXNORM/1091
ARGININE AMINOBENZOATE	http://purl.bioontology.org/ontology/RXNORM/1010241
ARGININE ASPARTATE	http://purl.bioontology.org/ontology/RXNORM/18254
ARGININE HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/89918
ARGIPRESSIN	http://purl.bioontology.org/ontology/RXNORM/1098
ARIPIPRAZOLE	http://purl.bioontology.org/ontology/RXNORM/89013
ARMODAFINIL	http://purl.bioontology.org/ontology/RXNORM/641465
ARSENIC	http://purl.bioontology.org/ontology/RXNORM/1111
ARSENIC TRIOXIDE	http://purl.bioontology.org/ontology/RXNORM/18330
ARTEMETHER	http://purl.bioontology.org/ontology/RXNORM/18343
ARTESUNATE	http://purl.bioontology.org/ontology/RXNORM/18346
ARTICAINE	http://purl.bioontology.org/ontology/RXNORM/592464
ARTICAINE HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/2117
ASENAPINE	http://purl.bioontology.org/ontology/RXNORM/784649
ASIATICOSIDE	http://purl.bioontology.org/ontology/RXNORM/18405
ASPARAGINASE	http://purl.bioontology.org/ontology/RXNORM/1156
ASPARAGINE	http://purl.bioontology.org/ontology/RXNORM/1157
ASPERGILLUS FUMIGATUS	http://purl.bioontology.org/ontology/RXNORM/1182
ASPIRIN	http://purl.bioontology.org/ontology/RXNORM/1191
ASTEMIZOLE	http://purl.bioontology.org/ontology/RXNORM/42328
ATAZANAVIR	http://purl.bioontology.org/ontology/RXNORM/343047
ATAZANAVIR SULFATE	http://purl.bioontology.org/ontology/RXNORM/358299
ATENOLOL	http://purl.bioontology.org/ontology/RXNORM/1202
ATIPAMEZOLE	http://purl.bioontology.org/ontology/RXNORM/18475
ATIPAMEZOLE HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/390043
ATOMOXETINE	http://purl.bioontology.org/ontology/RXNORM/38400
ATOMOXETINE HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/353103
ATORVASTATIN	http://purl.bioontology.org/ontology/RXNORM/83367
ATOSIBAN	http://purl.bioontology.org/ontology/RXNORM/59639
ATOVAQUONE	http://purl.bioontology.org/ontology/RXNORM/60212
ATRACURIUM	http://purl.bioontology.org/ontology/RXNORM/1218
ATROPINE	http://purl.bioontology.org/ontology/RXNORM/1223
ATTAPULGITE	http://purl.bioontology.org/ontology/RXNORM/18516
AURANOFIN	http://purl.bioontology.org/ontology/RXNORM/1227
AUROTHIOGLUCOSE	http://purl.bioontology.org/ontology/RXNORM/4980
AUTOLOGOUS CULTURED CHONDROCYTES	http://purl.bioontology.org/ontology/RXNORM/1000589
AVOBENZONE	http://purl.bioontology.org/ontology/RXNORM/45045
AZACITIDINE	http://purl.bioontology.org/ontology/RXNORM/1251
AZATADINE	http://purl.bioontology.org/ontology/RXNORM/18600
AZATADINE MALEATE	http://purl.bioontology.org/ontology/RXNORM/58275
AZATHIOPRINE	http://purl.bioontology.org/ontology/RXNORM/1256
AZATHIOPRINE SODIUM	http://purl.bioontology.org/ontology/RXNORM/267476
AZELAIC ACID	http://purl.bioontology.org/ontology/RXNORM/18602
AZELASTINE	http://purl.bioontology.org/ontology/RXNORM/18603
AZELASTINE HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/235824
AZIDOCILLIN	http://purl.bioontology.org/ontology/RXNORM/18609
AZIDOCILLIN SODIUM	http://purl.bioontology.org/ontology/RXNORM/236787
AZILSARTAN	http://purl.bioontology.org/ontology/RXNORM/1091643
AZINTAMIDE	http://purl.bioontology.org/ontology/RXNORM/402580
AZLOCILLIN	http://purl.bioontology.org/ontology/RXNORM/1266
AZLOCILLIN SODIUM	http://purl.bioontology.org/ontology/RXNORM/203836
AZTREONAM	http://purl.bioontology.org/ontology/RXNORM/1272
BACAMPICILLIN	http://purl.bioontology.org/ontology/RXNORM/18687
BACAMPICILLIN HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/327584
BACITRACIN	http://purl.bioontology.org/ontology/RXNORM/1291
BACITRACIN ZINC	http://purl.bioontology.org/ontology/RXNORM/11417
BACLOFEN	http://purl.bioontology.org/ontology/RXNORM/1292
BALSALAZIDE	http://purl.bioontology.org/ontology/RXNORM/18747
BALSALAZIDE DISODIUM	http://purl.bioontology.org/ontology/RXNORM/153718
BAMBUTEROL	http://purl.bioontology.org/ontology/RXNORM/18751
BAMBUTEROL HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/235862
BAMETHAN	http://purl.bioontology.org/ontology/RXNORM/1321
BAMETHAN SULFATE	http://purl.bioontology.org/ontology/RXNORM/102345
BAMIFYLLINE	http://purl.bioontology.org/ontology/RXNORM/18752
BAMIFYLLINE HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/236152
BAMIPINE	http://purl.bioontology.org/ontology/RXNORM/18753
BAMIPINE LACTATE	http://purl.bioontology.org/ontology/RXNORM/236530
BARBEXACLONE	http://purl.bioontology.org/ontology/RXNORM/46795
BARBITAL	http://purl.bioontology.org/ontology/RXNORM/1325
BARBITAL SODIUM	http://purl.bioontology.org/ontology/RXNORM/235404
BARIUM CARBONATE	http://purl.bioontology.org/ontology/RXNORM/18771
BASILIXIMAB	http://purl.bioontology.org/ontology/RXNORM/196102
BECAPLERMIN	http://purl.bioontology.org/ontology/RXNORM/115238
BECLAMIDE	http://purl.bioontology.org/ontology/RXNORM/18846
BECLOMETHASONE	http://purl.bioontology.org/ontology/RXNORM/1347
BECLOMETHASONE DIPROPIONATE MONOHYDRATE	http://purl.bioontology.org/ontology/RXNORM/253156
BEE POLLEN	http://purl.bioontology.org/ontology/RXNORM/253157
BELATACEPT	http://purl.bioontology.org/ontology/RXNORM/1112973
BELIMUMAB	http://purl.bioontology.org/ontology/RXNORM/1092437
BELLADONNA LEAF	http://purl.bioontology.org/ontology/RXNORM/314517
BEMIPARIN	http://purl.bioontology.org/ontology/RXNORM/280611
BEMIPARIN SODIUM	http://purl.bioontology.org/ontology/RXNORM/436195
BENACTYZINE	http://purl.bioontology.org/ontology/RXNORM/1361
BENACTYZINE HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/314518
BENAZEPRIL	http://purl.bioontology.org/ontology/RXNORM/18867
BENAZEPRIL HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/235758
BENCYCLANE	http://purl.bioontology.org/ontology/RXNORM/1367
BENDAMUSTINE	http://purl.bioontology.org/ontology/RXNORM/134547
BENDAMUSTINE HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/1114693
BENDROFLUMETHIAZIDE	http://purl.bioontology.org/ontology/RXNORM/1369
BENFLUOREX	http://purl.bioontology.org/ontology/RXNORM/18880
BENFLUOREX HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/235953
BENORILATE	http://purl.bioontology.org/ontology/RXNORM/1372
BENOXINATE	http://purl.bioontology.org/ontology/RXNORM/18889
BENOXINATE HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/235398
BENPERIDOL	http://purl.bioontology.org/ontology/RXNORM/1373
BENPROPERINE	http://purl.bioontology.org/ontology/RXNORM/236749
BENPROPERINE PAMOATE	http://purl.bioontology.org/ontology/RXNORM/236750
BENSERAZIDE	http://purl.bioontology.org/ontology/RXNORM/1374
BENSERAZIDE HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/235765
BENTIROMIDE	http://purl.bioontology.org/ontology/RXNORM/18896
BENTONITE	http://purl.bioontology.org/ontology/RXNORM/1375
BENTOQUATAM	http://purl.bioontology.org/ontology/RXNORM/134568
BENZALKONIUM	http://purl.bioontology.org/ontology/RXNORM/1378
BENZARONE	http://purl.bioontology.org/ontology/RXNORM/18923
BENZBROMARONE	http://purl.bioontology.org/ontology/RXNORM/1385
BENZENESULFONIC ACID	http://purl.bioontology.org/ontology/RXNORM/993243
BENZETHONIUM	http://purl.bioontology.org/ontology/RXNORM/1390
BENZOCAINE	http://purl.bioontology.org/ontology/RXNORM/1399
BENZOIN	http://purl.bioontology.org/ontology/RXNORM/1406
BENZONATATE	http://purl.bioontology.org/ontology/RXNORM/18993
BENZOPHENONE	http://purl.bioontology.org/ontology/RXNORM/18997
BENZOXIQUINE	http://purl.bioontology.org/ontology/RXNORM/314521
BENZOXONIUM	http://purl.bioontology.org/ontology/RXNORM/236962
BENZOXONIUM CHLORIDE	http://purl.bioontology.org/ontology/RXNORM/46949
BENZPHETAMINE	http://purl.bioontology.org/ontology/RXNORM/1422
BENZPHETAMINE HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/142425
BENZQUERCIN	http://purl.bioontology.org/ontology/RXNORM/117896
BENZQUINAMIDE	http://purl.bioontology.org/ontology/RXNORM/19041
BENZQUINAMIDE HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/91272
BENZTHIAZIDE	http://purl.bioontology.org/ontology/RXNORM/19008
BENZTROPINE	http://purl.bioontology.org/ontology/RXNORM/1424
BENZTROPINE MESYLATE	http://purl.bioontology.org/ontology/RXNORM/18927
BENZYDAMINE	http://purl.bioontology.org/ontology/RXNORM/1425
BENZYL BENZOATE	http://purl.bioontology.org/ontology/RXNORM/19044
BENZYLPARABEN	http://purl.bioontology.org/ontology/RXNORM/19075
BENZYLPENICILLOYL POLYLYSINE	http://purl.bioontology.org/ontology/RXNORM/19079
BENZYLTHIOURACIL	http://purl.bioontology.org/ontology/RXNORM/19084
BEPOTASTINE	http://purl.bioontology.org/ontology/RXNORM/863035
BEPOTASTINE BESILATE	http://purl.bioontology.org/ontology/RXNORM/658552
BEPRIDIL	http://purl.bioontology.org/ontology/RXNORM/1436
BEPRIDIL HYDROCHLORIDE	http://purl.bioontology.org/ontology/RXNORM/235752
BERACTANT	http://purl.bioontology.org/ontology/RXNORM/46967
BERBERINE	http://purl.bioontology.org/ontology/RXNORM/1437
BESIFLOXACIN	http://purl.bioontology.org/ontology/RXNORM/819911
BETAHISTINE	http://purl.bioontology.org/ontology/RXNORM/1511
BETAINE	http://purl.bioontology.org/ontology/RXNORM/1512
BETAINE CITRATE	http://purl.bioontology.org/ontology/RXNORM/160460
BETAMETHASONE	http://purl.bioontology.org/ontology/RXNORM/1514
BETAMETHASONE ACETATE	http://purl.bioontology.org/ontology/RXNORM/1516
BETAMETHASONE BENZOATE	http://purl.bioontology.org/ontology/RXNORM/1517
BETAMETHASONE DIPROPIONATE	http://purl.bioontology.org/ontology/RXNORM/19254
BETAMETHASONE SODIUM PHOSPHATE	http://purl.bioontology.org/ontology/RXNORM/203220
BETAMETHASONE VALERATE	http://purl.bioontology.org/ontology/RXNORM/227897
BETAXOLOL	http://purl.bioontology.org/ontology/RXNORM/1520
BETHANECHOL	http://purl.bioontology.org/ontology/RXNORM/19257
BETHANIDINE	http://purl.bioontology.org/ontology/RXNORM/1523
BEVACIZUMAB	http://purl.bioontology.org/ontology/RXNORM/253337
BEXAROTENE	http://purl.bioontology.org/ontology/RXNORM/233272
BEZAFIBRATE	http://purl.bioontology.org/ontology/RXNORM/1525
BICALUTAMIDE	http://purl.bioontology.org/ontology/RXNORM/83008
BICLOTYMOL	http://purl.bioontology.org/ontology/RXNORM/236268
BIFEMELANE	http://purl.bioontology.org/ontology/RXNORM/47111
BIFONAZOLE	http://purl.bioontology.org/ontology/RXNORM/19295
BIMATOPROST	http://purl.bioontology.org/ontology/RXNORM/283810
BIOALLETHRIN	http://purl.bioontology.org/ontology/RXNORM/19338
BIOTIN	http://purl.bioontology.org/ontology/RXNORM/1588
BIPERIDEN	http://purl.bioontology.org/ontology/RXNORM/1589
BIPERIDEN LACTATE	http://purl.bioontology.org/ontology/RXNORM/19377
BISACODYL	http://purl.bioontology.org/ontology/RXNORM/1596
BISDEQUALINIUM	http://purl.bioontology.org/ontology/RXNORM/19464
BISDEQUALINIUM DIACETATE	http://purl.bioontology.org/ontology/RXNORM/236889
BISMUTH	http://purl.bioontology.org/ontology/RXNORM/1599
BISMUTH ALUMINATE	http://purl.bioontology.org/ontology/RXNORM/40762
BISMUTH HYDROXIDE	http://purl.bioontology.org/ontology/RXNORM/235954
BISMUTH OXIDE	http://purl.bioontology.org/ontology/RXNORM/19472
BISMUTH SUBCARBONATE	http://purl.bioontology.org/ontology/RXNORM/19475
BISMUTH SUBCITRATE	http://purl.bioontology.org/ontology/RXNORM/47181
BISMUTH SUBGALLATE	http://purl.bioontology.org/ontology/RXNORM/19476
