55fefdda-4791-4c65-8fa2-0a5022432096	N29QWW3BUO	N0000008241	ANDROSTANES [CHEMICAL/INGREDIENT]
55fefdda-4791-4c65-8fa2-0a5022432096	N29QWW3BUO	N0000000146	ANDROGEN RECEPTOR AGONISTS [MOA]
d195eb63-e3e3-4dfe-89d9-6f27300b9020	X89XV46R07	N0000000205	RADIOPHARMACEUTICAL ACTIVITY [MOA]
d195eb63-e3e3-4dfe-89d9-6f27300b9020	X89XV46R07	N0000177914	RADIOACTIVE DIAGNOSTIC AGENT [EPC]
499992bf-b0fb-45ef-97f1-8d6cd4a0e976	FEN504330V	N0000000161	ADRENERGIC BETA-ANTAGONISTS [MOA]
499992bf-b0fb-45ef-97f1-8d6cd4a0e976	FEN504330V	N0000175556	BETA-ADRENERGIC BLOCKER [EPC]
eb313c57-521d-461f-90d7-109d82fe50af	4B33BGI082	N0000180292	BILE ACID SEQUESTRANT [EPC]
eb313c57-521d-461f-90d7-109d82fe50af	4B33BGI082	N0000175365	BILE-ACID BINDING ACTIVITY [MOA]
c0a0d518-10bf-4269-b0f4-ce59873bdb50	O7M2E4264D	N0000175450	CORTICOSTEROID HORMONE RECEPTOR AGONISTS [MOA]
c0a0d518-10bf-4269-b0f4-ce59873bdb50	O7M2E4264D	N0000175576	CORTICOSTEROID [EPC]
2e82cea8-93c1-4da2-b61d-e3e1b6ec9bb4	HYD2U48IAS	N0000175587	HISTAMINE-1 RECEPTOR ANTAGONIST [EPC]
ee0a2235-54a3-4a42-9a2d-c7dbc9db24ab	M801H13NRU	N0000175595	NUCLEOSIDE METABOLIC INHIBITOR [EPC]
ee0a2235-54a3-4a42-9a2d-c7dbc9db24ab	M801H13NRU	N0000000233	NUCLEIC ACID SYNTHESIS INHIBITORS [MOA]
c5a2d48d-25dd-4a61-806b-5f25d8ce010a	2V2JJ0S00T	N0000183894	INACTIVATED JAPANESE ENCEPHALITIS VIRUS VACCINE [EPC]
c5a2d48d-25dd-4a61-806b-5f25d8ce010a	2V2JJ0S00T	N0000170916	VACCINES, INACTIVATED [CHEMICAL/INGREDIENT]
c5a2d48d-25dd-4a61-806b-5f25d8ce010a	2V2JJ0S00T	N0000170912	JAPANESE ENCEPHALITIS VACCINES [CHEMICAL/INGREDIENT]
c5a2d48d-25dd-4a61-806b-5f25d8ce010a	2V2JJ0S00T	N0000183364	ACTIVELY ACQUIRED IMMUNITY [PE]
afca438e-5431-4f14-aaab-90aa9d5b37ee	2Z07MYW1AZ	N0000175563	AROMATASE INHIBITOR [EPC]
afca438e-5431-4f14-aaab-90aa9d5b37ee	2Z07MYW1AZ	N0000175080	AROMATASE INHIBITORS [MOA]
34d78b4c-2618-4065-b70b-a86425376d72	05V02F2KDG	N0000175374	PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR ACTIVITY [MOA]
34d78b4c-2618-4065-b70b-a86425376d72	05V02F2KDG	N0000170119	PPAR GAMMA [CHEMICAL/INGREDIENT]
34d78b4c-2618-4065-b70b-a86425376d72	05V02F2KDG	N0000180186	PEROXISOME PROLIFERATOR RECEPTOR GAMMA AGONIST [EPC]
34d78b4c-2618-4065-b70b-a86425376d72	05V02F2KDG	N0000180190	THIAZOLIDINEDIONE [EPC]
34d78b4c-2618-4065-b70b-a86425376d72	05V02F2KDG	N0000011272	THIAZOLIDINEDIONES [CHEMICAL/INGREDIENT]
b061d6f4-2ff0-4446-8046-8c7fa2e04d8c	5W7SIA7YZW	N0000175602	PROGESTIN [EPC]
b061d6f4-2ff0-4446-8046-8c7fa2e04d8c	5W7SIA7YZW	N0000011301	PROGESTERONE CONGENERS [CHEMICAL/INGREDIENT]
b061d6f4-2ff0-4446-8046-8c7fa2e04d8c	5W7SIA7YZW	N0000175830	INHIBIT OVUM FERTILIZATION [PE]
b061d6f4-2ff0-4446-8046-8c7fa2e04d8c	5W7SIA7YZW	N0000175832	PROGESTIN-CONTAINING INTRAUTERINE DEVICE [EPC]
ca03e5cf-1269-4aa0-9550-5ea980c66968	EDN2NBH5SS	N0000009922	ADRENERGIC BETA2-AGONISTS [MOA]
ca03e5cf-1269-4aa0-9550-5ea980c66968	EDN2NBH5SS	N0000175779	BETA2-ADRENERGIC AGONIST [EPC]
88e093ec-19b6-438c-847a-d253cd34875c	AB2794W8KV	N0000175372	APPETITE SUPPRESSION [PE]
88e093ec-19b6-438c-847a-d253cd34875c	AB2794W8KV	N0000175651	INCREASED SYMPATHETIC ACTIVITY [PE]
88e093ec-19b6-438c-847a-d253cd34875c	AB2794W8KV	N0000175423	SYMPATHOMIMETIC AMINE ANORECTIC [EPC]
a413e68a-55b4-46d5-a2c8-111f8499f5cc	M5DP350VZV	N0000175590	LOOP DIURETIC [EPC]
a413e68a-55b4-46d5-a2c8-111f8499f5cc	M5DP350VZV	N0000175366	INCREASED DIURESIS AT LOOP OF HENLE [PE]
757befc4-735e-43c6-9290-944d38b37936	Q0MQD1073Q	N0000175420	THIAZIDE-LIKE DIURETIC [EPC]
757befc4-735e-43c6-9290-944d38b37936	Q0MQD1073Q	N0000175359	INCREASED DIURESIS [PE]
95523fdb-9f9c-4680-8793-808ba0e71244	F089I0511L	N0000175420	THIAZIDE-LIKE DIURETIC [EPC]
95523fdb-9f9c-4680-8793-808ba0e71244	F089I0511L	N0000175359	INCREASED DIURESIS [PE]
a46567fa-38d2-49fc-be6f-31369b5b35ad	S61K3P7B2V	N0000000191	DIHYDROFOLATE REDUCTASE INHIBITORS [MOA]
a46567fa-38d2-49fc-be6f-31369b5b35ad	S61K3P7B2V	N0000175482	ANTIMALARIAL [EPC]
bd013242-4445-4316-b1c5-e4b3e670352f	9MG78X43ZT	N0000000246	HIV PROTEASE INHIBITORS [MOA]
bd013242-4445-4316-b1c5-e4b3e670352f	9MG78X43ZT	N0000175889	PROTEASE INHIBITOR [EPC]
f4f78ab1-ac7a-41ac-bad5-7942e38c7a75	SJ76Y07H5F	N0000175473	METAL CHELATOR [EPC]
f4f78ab1-ac7a-41ac-bad5-7942e38c7a75	SJ76Y07H5F	N0000175472	METAL CHELATING ACTIVITY [MOA]
b2a58d1b-98b5-49e0-808e-ce7869227f32	6UKA5VEJ6X	N0000175430	ATYPICAL ANTIPSYCHOTIC [EPC]
7c20e961-5d91-4c5f-b835-9d6ba8981eee	83619PEU5T	N0000000117	DOPAMINE AGONISTS [MOA]
7c20e961-5d91-4c5f-b835-9d6ba8981eee	83619PEU5T	N0000175768	NONERGOT DOPAMINE AGONIST [EPC]
0c3599bf-ddb7-4b5a-abfe-cbd03a2d8b02	A61RXM4375	N0000175607	RETINOID [EPC]
0c3599bf-ddb7-4b5a-abfe-cbd03a2d8b02	A61RXM4375	N0000007700	RETINOIDS [CHEMICAL/INGREDIENT]
bbfa5436-52e1-4f8b-9a51-8dab8ce4323d	8C5Y219Z75	N0000170909	INFLUENZA VACCINES [CHEMICAL/INGREDIENT]
bbfa5436-52e1-4f8b-9a51-8dab8ce4323d	8C5Y219Z75	N0000183892	INACTIVATED INFLUENZA A VIRUS VACCINE [EPC]
bbfa5436-52e1-4f8b-9a51-8dab8ce4323d	8C5Y219Z75	N0000170916	VACCINES, INACTIVATED [CHEMICAL/INGREDIENT]
bbfa5436-52e1-4f8b-9a51-8dab8ce4323d	8C5Y219Z75	N0000183364	ACTIVELY ACQUIRED IMMUNITY [PE]
3afd278b-86bf-41c2-b02d-e2640376ccea	2K1V7GP655	N0000175762	MONOAMINE OXIDASE TYPE B INHIBITOR [EPC]
3afd278b-86bf-41c2-b02d-e2640376ccea	2K1V7GP655	N0000175744	MONOAMINE OXIDASE INHIBITOR [EPC]
3afd278b-86bf-41c2-b02d-e2640376ccea	2K1V7GP655	N0000175761	MONOAMINE OXIDASE-B INHIBITORS [MOA]
3afd278b-86bf-41c2-b02d-e2640376ccea	2K1V7GP655	N0000000184	MONOAMINE OXIDASE INHIBITORS [MOA]
97603332-afec-430b-abb6-4ccdcd905dd0	H82Q2D5WA7	N0000175765	SEROTONIN-1B AND SEROTONIN-1D RECEPTOR AGONIST [EPC]
97603332-afec-430b-abb6-4ccdcd905dd0	H82Q2D5WA7	N0000175764	SEROTONIN 1D RECEPTOR AGONISTS [MOA]
97603332-afec-430b-abb6-4ccdcd905dd0	H82Q2D5WA7	N0000175763	SEROTONIN 1B RECEPTOR AGONISTS [MOA]
27d54ef5-8e1c-4e2b-ae44-93b725164919	475247QF1Z	N0000020023	ANTIBODY-SURFACE PROTEIN INTERACTIONS [MOA]
27d54ef5-8e1c-4e2b-ae44-93b725164919	475247QF1Z	N0000007920	IMMUNOGLOBULINS [CHEMICAL/INGREDIENT]
27d54ef5-8e1c-4e2b-ae44-93b725164919	475247QF1Z	N0000009689	INCREASED T LYMPHOCYTE DESTRUCTION [PE]
27d54ef5-8e1c-4e2b-ae44-93b725164919	475247QF1Z	N0000184163	IMMUNOGLOBULIN G [EPC]
27d54ef5-8e1c-4e2b-ae44-93b725164919	475247QF1Z	N0000178327	LYMPHOCYTE FUNCTION ALTERATION [PE]
9575f57c-0a0c-49a8-87ac-db55a1bcce36	F64QU97QCR	N0000008953	DECREASED STRIATED MUSCLE CONTRACTION [PE]
9575f57c-0a0c-49a8-87ac-db55a1bcce36	F64QU97QCR	N0000175735	DECREASED STRIATED MUSCLE TONE [PE]
9575f57c-0a0c-49a8-87ac-db55a1bcce36	F64QU97QCR	N0000175738	SKELETAL MUSCLE RELAXANT [EPC]
7b7f433b-683f-416c-8aec-8ac39f1f3088	YI7VU623SF	N0000175681	GENERAL ANESTHETIC [EPC]
7b7f433b-683f-416c-8aec-8ac39f1f3088	YI7VU623SF	N0000175975	GENERAL ANESTHESIA [PE]
83cfa777-f1de-4178-adbb-b500b1cbdfbb	V1L22WVE2S	N0000008683	DECREASED LEUKOTRIENE PRODUCTION [PE]
83cfa777-f1de-4178-adbb-b500b1cbdfbb	V1L22WVE2S	N0000175955	5-LIPOXYGENASE INHIBITORS [MOA]
83cfa777-f1de-4178-adbb-b500b1cbdfbb	V1L22WVE2S	N0000175956	5-LIPOXYGENASE INHIBITOR [EPC]
321ef947-5400-4ae0-9af0-7433eeffd3b3	F41401512X	N0000175076	PROTEIN KINASE INHIBITORS [MOA]
321ef947-5400-4ae0-9af0-7433eeffd3b3	F41401512X	N0000175605	KINASE INHIBITOR [EPC]
6035580f-1488-415e-aeb0-db698f83db9a	X3P9A5HNYF	N0000175866	INHALATION DIAGNOSTIC AGENT [EPC]
6035580f-1488-415e-aeb0-db698f83db9a	X3P9A5HNYF	N0000000205	RADIOPHARMACEUTICAL ACTIVITY [MOA]
06194de5-d299-4b52-88ff-8f8fc09f9e64	7194H8W3KT	N0000170916	VACCINES, INACTIVATED [CHEMICAL/INGREDIENT]
06194de5-d299-4b52-88ff-8f8fc09f9e64	7194H8W3KT	N0000183910	INACTIVATED SALMONELLA TYPHI VACCINE [EPC]
06194de5-d299-4b52-88ff-8f8fc09f9e64	7194H8W3KT	N0000179280	VI POLYSACCHARIDE VACCINE, TYPHOID [CHEMICAL/INGREDIENT]
06194de5-d299-4b52-88ff-8f8fc09f9e64	7194H8W3KT	N0000183364	ACTIVELY ACQUIRED IMMUNITY [PE]
06194de5-d299-4b52-88ff-8f8fc09f9e64	7194H8W3KT	N0000178997	VACCINES, TYPHOID [CHEMICAL/INGREDIENT]
7523b2be-ce0e-4fc2-bf58-137df655c927	7U75I1278D	N0000011161	CEPHALOSPORINS [CHEMICAL/INGREDIENT]
7523b2be-ce0e-4fc2-bf58-137df655c927	7U75I1278D	N0000175488	CEPHALOSPORIN ANTIBACTERIAL [EPC]
68f5742a-fb29-4a10-879f-77e24ce5d63a	5D9HAA5Q5S	N0000175487	AZOLE ANTIFUNGAL [EPC]
68f5742a-fb29-4a10-879f-77e24ce5d63a	5D9HAA5Q5S	N0000008217	AZOLES [CHEMICAL/INGREDIENT]
865276b5-26bc-479a-9f1c-bb4d0cf4e4a6	FXC9231JVH	N0000006996	CHOLECALCIFEROL [CHEMICAL/INGREDIENT]
865276b5-26bc-479a-9f1c-bb4d0cf4e4a6	FXC9231JVH	N0000175908	VITAMIN D3 ANALOG [EPC]
1e6ed137-1a0a-4f9c-9648-d6aad5fdb6eb	YO1UK1S598	N0000007556	DIHYDROPYRIDINES [CHEMICAL/INGREDIENT]
1e6ed137-1a0a-4f9c-9648-d6aad5fdb6eb	YO1UK1S598	N0000175421	DIHYDROPYRIDINE CALCIUM CHANNEL BLOCKER [EPC]
1e6ed137-1a0a-4f9c-9648-d6aad5fdb6eb	YO1UK1S598	N0000000069	CALCIUM CHANNEL ANTAGONISTS [MOA]
5e4f8f54-0490-40e9-8aec-33ad233a45e9	7LJ087RS6F	N0000167094	BENZOTHIAZOLES [CHEMICAL/INGREDIENT]
5e4f8f54-0490-40e9-8aec-33ad233a45e9	7LJ087RS6F	N0000175740	BENZOTHIAZOLE [EPC]
bc8b1809-7448-479a-998c-b4a1782e83aa	MOQ3RNM0SV	N0000006758	STARCH [CHEMICAL/INGREDIENT]
bc8b1809-7448-479a-998c-b4a1782e83aa	MOQ3RNM0SV	N0000009361	INCREASED INTRAVASCULAR VOLUME [PE]
bc8b1809-7448-479a-998c-b4a1782e83aa	MOQ3RNM0SV	N0000184175	PLASMA VOLUME EXPANDER [EPC]
bc8b1809-7448-479a-998c-b4a1782e83aa	MOQ3RNM0SV	N0000010288	OSMOTIC ACTIVITY [MOA]
cea462f7-7cd8-4427-8b2f-caa585ecdeb3	M32RH9MFGP	N0000175739	CENTRAL NERVOUS SYSTEM STIMULANT [EPC]
cea462f7-7cd8-4427-8b2f-caa585ecdeb3	M32RH9MFGP	N0000175729	CENTRAL NERVOUS SYSTEM STIMULATION [PE]
757ef3c8-10cf-410e-957d-ce8610e31cc5	8I7IO46IVQ	N0000175913	DIPEPTIDYL PEPTIDASE 4 INHIBITOR [EPC]
757ef3c8-10cf-410e-957d-ce8610e31cc5	8I7IO46IVQ	N0000175912	DIPEPTIDYL PEPTIDASE 4 INHIBITORS [MOA]
1cbc1444-0101-4581-94c1-25200dc83937	Q812464R06	N0000175690	OPIOID AGONIST [EPC]
1cbc1444-0101-4581-94c1-25200dc83937	Q812464R06	N0000175684	FULL OPIOID AGONISTS [MOA]
34e40a43-da66-43fa-b201-4ed54326770f	3O44U6XYQK	N0000183895	INACTIVATED MENINGOCOCCAL VACCINE [EPC]
34e40a43-da66-43fa-b201-4ed54326770f	3O44U6XYQK	N0000170916	VACCINES, INACTIVATED [CHEMICAL/INGREDIENT]
34e40a43-da66-43fa-b201-4ed54326770f	3O44U6XYQK	N0000183364	ACTIVELY ACQUIRED IMMUNITY [PE]
34e40a43-da66-43fa-b201-4ed54326770f	3O44U6XYQK	N0000170889	MENINGOCOCCAL VACCINES [CHEMICAL/INGREDIENT]
ca75cfbe-5f9e-41a4-9557-f5097aeb273a	P2K93U8740	N0000175595	NUCLEOSIDE METABOLIC INHIBITOR [EPC]
ca75cfbe-5f9e-41a4-9557-f5097aeb273a	P2K93U8740	N0000000233	NUCLEIC ACID SYNTHESIS INHIBITORS [MOA]
dcddf742-05c9-47d1-9491-a18945739218	7XIY785AZD	N0000004931	INSULIN [CHEMICAL/INGREDIENT]
dcddf742-05c9-47d1-9491-a18945739218	7XIY785AZD	N0000175453	INSULIN ANALOG [EPC]
7989129f-d060-4584-8d2e-967107a65209	UAZ6V7728S	N0000020081	INCREASED CALCIUM-SENSING RECEPTOR SENSITIVITY [MOA]
7989129f-d060-4584-8d2e-967107a65209	UAZ6V7728S	N0000175902	CALCIUM-SENSING RECEPTOR AGONIST [EPC]
1edd8179-d2b9-46ff-a2d1-e24d9aeb5b7f	JE42381TNV	N0000175504	SULFONAMIDE ANTIMICROBIAL [EPC]
1edd8179-d2b9-46ff-a2d1-e24d9aeb5b7f	JE42381TNV	N0000008048	SULFONAMIDES [CHEMICAL/INGREDIENT]
d0fe3e85-c693-4548-a2c6-685041080c3e	4Q81I59GXC	N0000005760	AMINOSALICYLIC ACIDS [CHEMICAL/INGREDIENT]
d0fe3e85-c693-4548-a2c6-685041080c3e	4Q81I59GXC	N0000175781	AMINOSALICYLATE [EPC]
4404229b-620b-4752-b0ff-874176debb98	YOP6PX0BAO	N0000175496	PENEM ANTIBACTERIAL [EPC]
4404229b-620b-4752-b0ff-874176debb98	YOP6PX0BAO	N0000011294	CARBAPENEMS [CHEMICAL/INGREDIENT]
7859ab0f-4329-4f84-b371-0087dd94f441	23OW28RS7P	N0000175502	STREPTOGRAMIN ANTIBACTERIAL [EPC]
7859ab0f-4329-4f84-b371-0087dd94f441	23OW28RS7P	N0000011418	STREPTOGRAMINS [CHEMICAL/INGREDIENT]
93b86d32-b1c9-4e59-a1b2-8fd950953395	RMW9V5RW38	N0000175466	NUCLEOSIDE ANALOG ANTIVIRAL [EPC]
93b86d32-b1c9-4e59-a1b2-8fd950953395	RMW9V5RW38	N0000175459	NUCLEOSIDE ANALOG [CHEMICAL/INGREDIENT]
9d5a7643-8408-43c6-b82c-e76d1d0e1f03	7S5I7G3JQL	N0000175450	CORTICOSTEROID HORMONE RECEPTOR AGONISTS [MOA]
9d5a7643-8408-43c6-b82c-e76d1d0e1f03	7S5I7G3JQL	N0000175576	CORTICOSTEROID [EPC]
88e10ebc-48ea-462c-825e-eaf3a733b58f	3OWL53L36A	N0000175810	OSMOTIC DIURETIC [EPC]
88e10ebc-48ea-462c-825e-eaf3a733b58f	3OWL53L36A	N0000010288	OSMOTIC ACTIVITY [MOA]
88e10ebc-48ea-462c-825e-eaf3a733b58f	3OWL53L36A	N0000175359	INCREASED DIURESIS [PE]
2ea8da08-6ad9-4dbf-8f07-8aa8497254ae	40D3SCR4GZ	N0000175689	PARTIAL OPIOID AGONIST [EPC]
2ea8da08-6ad9-4dbf-8f07-8aa8497254ae	40D3SCR4GZ	N0000175685	PARTIAL OPIOID AGONISTS [MOA]
4c3ca239-f5f4-481c-8d92-e5f56fa752d3	9NDF7JZ4M3	N0000175635	FACTOR XA INHIBITORS [MOA]
4c3ca239-f5f4-481c-8d92-e5f56fa752d3	9NDF7JZ4M3	N0000175637	FACTOR XA INHIBITOR [EPC]
ff9b00a1-dc77-4eac-9685-3d35e0ba052f	6Z1Y2V4A7M	N0000175487	AZOLE ANTIFUNGAL [EPC]
ff9b00a1-dc77-4eac-9685-3d35e0ba052f	6Z1Y2V4A7M	N0000008217	AZOLES [CHEMICAL/INGREDIENT]
c9f8fa9c-ebe2-41cd-a256-4feea6aadc3e	8O0C852CPO	N0000175936	POLYENE ANTIMICROBIAL [EPC]
c9f8fa9c-ebe2-41cd-a256-4feea6aadc3e	8O0C852CPO	N0000007672	POLYENES [CHEMICAL/INGREDIENT]
e9da0d2a-f1bb-417d-b38b-2769dd398e1e	TL2TJE8QTX	N0000175714	VITAMIN B COMPLEX MEMBER [EPC]
e9da0d2a-f1bb-417d-b38b-2769dd398e1e	TL2TJE8QTX	N0000175715	VITAMIN B COMPLEX COMPOUNDS [CHEMICAL/INGREDIENT]
884a27ac-46be-4d14-8d6d-6c1f0f14130b	9X7O8V25IT	N0000175843	COLLAGEN-SPECIFIC ENZYME [EPC]
884a27ac-46be-4d14-8d6d-6c1f0f14130b	9X7O8V25IT	N0000006395	COLLAGENASES [CHEMICAL/INGREDIENT]
a6c35272-acec-43e9-ba29-8da9d40e8f81	2H1PA8H1EN	N0000178292	VASCULAR ENDOTHELIAL GROWTH FACTOR-DIRECTED ANTIBODY [EPC]
b6befefd-416b-4f11-b1cb-1980c606c5ac	459ROM8M9M	N0000170916	VACCINES, INACTIVATED [CHEMICAL/INGREDIENT]
b6befefd-416b-4f11-b1cb-1980c606c5ac	459ROM8M9M	N0000183364	ACTIVELY ACQUIRED IMMUNITY [PE]
b6befefd-416b-4f11-b1cb-1980c606c5ac	459ROM8M9M	N0000170900	POLIOVIRUS VACCINE [CHEMICAL/INGREDIENT]
b6befefd-416b-4f11-b1cb-1980c606c5ac	459ROM8M9M	N0000183898	INACTIVATED POLIOVIRUS VACCINE [EPC]
1af72ed6-07e2-46a0-a717-7e65cffa5301	502FWN4Q32	N0000175899	RENIN INHIBITORS [MOA]
1af72ed6-07e2-46a0-a717-7e65cffa5301	502FWN4Q32	N0000175900	RENIN INHIBITOR [EPC]
77d02eef-9c59-4003-a30d-79bec2223a23	OAY8ORS3CQ	N0000175483	ANTIMYCOBACTERIAL [EPC]
75ef792e-b749-495b-8fc2-72567decb011	54EC0SE5PZ	N0000170916	VACCINES, INACTIVATED [CHEMICAL/INGREDIENT]
75ef792e-b749-495b-8fc2-72567decb011	54EC0SE5PZ	N0000183364	ACTIVELY ACQUIRED IMMUNITY [PE]
75ef792e-b749-495b-8fc2-72567decb011	54EC0SE5PZ	N0000011295	PNEUMOCOCCAL VACCINES [CHEMICAL/INGREDIENT]
75ef792e-b749-495b-8fc2-72567decb011	54EC0SE5PZ	N0000183897	INACTIVATED PNEUMOCOCCAL VACCINE [EPC]
8f5a29b1-79bb-4f28-97b9-1ab7640bd5f9	7CUC9DDI9F	N0000175552	ALPHA-ADRENERGIC AGONIST [EPC]
8f5a29b1-79bb-4f28-97b9-1ab7640bd5f9	7CUC9DDI9F	N0000000209	ADRENERGIC ALPHA-AGONISTS [MOA]
4358e625-7c61-4895-849d-4bd1815dfe37	0EB439235F	N0000175370	CHOLINERGIC ANTAGONISTS [MOA]
4358e625-7c61-4895-849d-4bd1815dfe37	0EB439235F	N0000175574	ANTICHOLINERGIC [EPC]
cc00e22f-5094-49e7-8c9e-d02d8f27efdb	Q4K217VGA9	N0000008294	ALVEOLAR SURFACE TENSION REDUCTION [PE]
cc00e22f-5094-49e7-8c9e-d02d8f27efdb	Q4K217VGA9	N0000175778	SURFACTANT [EPC]
cc00e22f-5094-49e7-8c9e-d02d8f27efdb	Q4K217VGA9	N0000000079	SURFACTANT ACTIVITY [MOA]
20e45176-011c-4385-9dd5-cb11cb7400a2	A0JWA85V8F	N0000000121	HYDROXYMETHYLGLUTARYL-COA REDUCTASE INHIBITORS [MOA]
20e45176-011c-4385-9dd5-cb11cb7400a2	A0JWA85V8F	N0000175589	HMG-COA REDUCTASE INHIBITOR [EPC]
2ba13ad3-a9b2-42a6-9ba1-f5100fa607b6	509F88P9SZ	N0000175847	PYRETHROID [EPC]
2ba13ad3-a9b2-42a6-9ba1-f5100fa607b6	509F88P9SZ	N0000006014	PYRETHRINS [CHEMICAL/INGREDIENT]
91811c8c-2f97-4123-b5ee-f97cd309ccc3	64FS3BFH5W	N0000009319	INCREASED ERYTHROID CELL PRODUCTION [PE]
91811c8c-2f97-4123-b5ee-f97cd309ccc3	64FS3BFH5W	N0000008193	ERYTHROPOIETIN [CHEMICAL/INGREDIENT]
91811c8c-2f97-4123-b5ee-f97cd309ccc3	64FS3BFH5W	N0000175665	ERYTHROPOIESIS-STIMULATING AGENT [EPC]
cbe48bc2-509d-4b6d-b7db-0da8ff199ba9	DQ448MW7KS	N0000175623	RESPIRATORY SYNCYTIAL VIRUS ANTI-F PROTEIN MONOCLONAL ANTIBODY [EPC]
cbe48bc2-509d-4b6d-b7db-0da8ff199ba9	DQ448MW7KS	N0000175615	FUSION PROTEIN INHIBITORS [MOA]
cbe48bc2-509d-4b6d-b7db-0da8ff199ba9	DQ448MW7KS	N0000011174	ANTIBODIES, MONOCLONAL [CHEMICAL/INGREDIENT]
39f36334-04ba-430c-ad3c-d9a0395ac9e7	L6O3XI777I	N0000175524	NEURAMINIDASE INHIBITOR [EPC]
39f36334-04ba-430c-ad3c-d9a0395ac9e7	L6O3XI777I	N0000175436	NEURAMINIDASE INHIBITORS [MOA]
98828d25-806c-464d-940b-4994dcdc812b	D51WO0G0L4	N0000007542	BENZODIAZEPINES [CHEMICAL/INGREDIENT]
98828d25-806c-464d-940b-4994dcdc812b	D51WO0G0L4	N0000175694	BENZODIAZEPINE [EPC]
0f6b5df2-6648-4773-9dcb-e41f76dc4da3	CLH5FT6412	N0000177913	PARENTAL IRON REPLACEMENT [EPC]
772f585a-acbe-45a2-83d0-3092e796ccd6	30OMY4G3MK	N0000175554	CENTRAL ALPHA-2 ADRENERGIC AGONIST [EPC]
772f585a-acbe-45a2-83d0-3092e796ccd6	30OMY4G3MK	N0000009918	ADRENERGIC ALPHA2-AGONISTS [MOA]
82d08427-0202-4c39-9821-38145ff3c26a	3Z8479ZZ5X	N0000175414	ANTHRACYCLINE TOPOISOMERASE INHIBITOR [EPC]
82d08427-0202-4c39-9821-38145ff3c26a	3Z8479ZZ5X	N0000000176	TOPOISOMERASE INHIBITORS [MOA]
82d08427-0202-4c39-9821-38145ff3c26a	3Z8479ZZ5X	N0000007530	ANTHRACYCLINES [CHEMICAL/INGREDIENT]
7aaeb071-6fa1-4631-99d5-c5b2353fb5db	MG4KI49HHJ	N0000000205	RADIOPHARMACEUTICAL ACTIVITY [MOA]
7aaeb071-6fa1-4631-99d5-c5b2353fb5db	MG4KI49HHJ	N0000177914	RADIOACTIVE DIAGNOSTIC AGENT [EPC]
91ba6391-15d2-409f-945c-b6bc70c1f493	D8L75GM22O	N0000000205	RADIOPHARMACEUTICAL ACTIVITY [MOA]
91ba6391-15d2-409f-945c-b6bc70c1f493	D8L75GM22O	N0000177914	RADIOACTIVE DIAGNOSTIC AGENT [EPC]
9ea667d2-18c0-4315-bd7e-4de6a4f67115	Q6U6J48BWY	N0000007636	GLUCOSYLCERAMIDASE [CHEMICAL/INGREDIENT]
