AFEGOSTAT	http://www.drugbank.ca/drugs/DB04545	\N
AFIMOXIFENE	http://www.drugbank.ca/drugs/DB04468	\N
AFLIBERCEPT	http://www.drugbank.ca/drugs/DB08885	1232150
AGALSIDASE ALFA	http://www.drugbank.ca/drugs/DB00103	299582
AGALSIDASE BETA	http://www.drugbank.ca/drugs/DB00103	338817
AGOMELATINE	http://www.drugbank.ca/drugs/DB06594	306718
AIR	http://www.drugbank.ca/drugs/DB09337	411
AIR	http://www.drugbank.ca/drugs/DB09337	1445410
AJMALINE	http://www.drugbank.ca/drugs/DB01426	423
ALANINE	http://www.drugbank.ca/drugs/DB00160	426
ALATROFLOXACIN	http://www.drugbank.ca/drugs/DB09335	141440
ALBENDAZOLE	http://www.drugbank.ca/drugs/DB00518	430
ALBENDAZOLE OXIDE	http://www.drugbank.ca/drugs/DB00518	\N
ALBIGLUTIDE	http://www.drugbank.ca/drugs/DB09043	1534763
ALBINTERFERON ALFA-2B	http://www.drugbank.ca/drugs/DB05396	840381
ALBUMIN HUMAN	http://www.drugbank.ca/drugs/DB00062	828529
ALBUMIN HUMAN	http://www.drugbank.ca/drugs/DB00096	828529
ALBUTEROL	http://www.drugbank.ca/drugs/DB01001	435
ALCAFTADINE	http://www.drugbank.ca/drugs/DB06766	1000082
ALCLOMETASONE	http://www.drugbank.ca/drugs/DB00240	108088
ALCOHOL	http://www.drugbank.ca/drugs/DB00898	448
ALCOHOL	http://www.drugbank.ca/drugs/DB00898	455
ALDESLEUKIN	http://www.drugbank.ca/drugs/DB00041	70223
ALDOSTERONE	http://www.drugbank.ca/drugs/DB04630	1312358
ALECTINIB	http://www.drugbank.ca/drugs/DB11363	\N
ALEFACEPT	http://www.drugbank.ca/drugs/DB00092	299635
ALEGLITAZAR	http://www.drugbank.ca/drugs/DB08915	\N
ALEMTUZUMAB	http://www.drugbank.ca/drugs/DB00087	117055
ALENDRONIC ACID	http://www.drugbank.ca/drugs/DB00630	236083
ALFACALCIDOL	http://www.drugbank.ca/drugs/DB01436	12062
ALFENTANIL	http://www.drugbank.ca/drugs/DB00802	480
ALFIMEPRASE	http://www.drugbank.ca/drugs/DB04919	\N
ALFUZOSIN	http://www.drugbank.ca/drugs/DB00346	17300
ALGLUCERASE	http://www.drugbank.ca/drugs/DB00088	46049
ALGLUCOSIDASE ALFA	http://www.drugbank.ca/drugs/DB01272	629565
ALISKIREN	http://www.drugbank.ca/drugs/DB09026	325646
ALITRETINOIN	http://www.drugbank.ca/drugs/DB00523	81864
ALIZAPRIDE	http://www.drugbank.ca/drugs/DB01425	17311
ALLOPURINOL	http://www.drugbank.ca/drugs/DB00437	519
ALLYLESTRENOL	http://www.drugbank.ca/drugs/DB01431	525
ALLYLPRODINE	http://www.drugbank.ca/drugs/DB01542	\N
ALMITRINE	http://www.drugbank.ca/drugs/DB01430	528
ALMOTRIPTAN	http://www.drugbank.ca/drugs/DB00918	279645
ALOGLIPTIN	http://www.drugbank.ca/drugs/DB06203	1368001
ALOSETRON	http://www.drugbank.ca/drugs/DB00969	85248
.ALPHA.1-PROTEINASE INHIBITOR HUMAN	http://www.drugbank.ca/drugs/DB00058	991743
ALPHACETYLMETHADOL	http://www.drugbank.ca/drugs/DB01555	\N
ALPHAMEPRODINE	http://www.drugbank.ca/drugs/DB01499	\N
ALPHAMEPRODINE	http://www.drugbank.ca/drugs/DB01552	\N
ALPHAMETHADOL	http://www.drugbank.ca/drugs/DB01498	\N
ALPHAPRODINE	http://www.drugbank.ca/drugs/DB13160	594
.ALPHA.-TOCOPHEROL, D-	http://www.drugbank.ca/drugs/DB00163	237099
.ALPHA.-TOCOPHEROL	http://www.drugbank.ca/drugs/DB00163	237099
ALPRAZOLAM	http://www.drugbank.ca/drugs/DB00404	596
ALPRENOLOL	http://www.drugbank.ca/drugs/DB00866	597
ALPROSTADIL	http://www.drugbank.ca/drugs/DB00770	598
ALRESTATIN	http://www.drugbank.ca/drugs/DB02020	\N
ALTEPLASE	http://www.drugbank.ca/drugs/DB00009	8410
ALTRETAMINE	http://www.drugbank.ca/drugs/DB00488	5296
ALUMINUM	http://www.drugbank.ca/drugs/DB01370	1311504
ALUMINUM HYDROXIDE	http://www.drugbank.ca/drugs/DB06723	612
ALUMINUM MONOSTEARATE	http://www.drugbank.ca/drugs/DB01375	46243
ALUMINUM STEARATE	http://www.drugbank.ca/drugs/DB01375	46243
ALVERINE	http://www.drugbank.ca/drugs/DB01616	17627
ALVIMOPAN	http://www.drugbank.ca/drugs/DB06274	480639
ALVOCIDIB	http://www.drugbank.ca/drugs/DB03496	\N
AMANTADINE	http://www.drugbank.ca/drugs/DB00915	620
AMBENONIUM	http://www.drugbank.ca/drugs/DB01122	623
AMBRISENTAN	http://www.drugbank.ca/drugs/DB06403	358274
AMBROXOL	http://www.drugbank.ca/drugs/DB06742	625
AMCINONIDE	http://www.drugbank.ca/drugs/DB00288	17652
AMDINOCILLIN PIVOXIL	http://www.drugbank.ca/drugs/DB01605	627
AMDINOCILLIN	http://www.drugbank.ca/drugs/DB01163	626
AMEDALIN	http://www.drugbank.ca/drugs/DB09188	\N
AMIBEGRON	http://www.drugbank.ca/drugs/DB05395	\N
AMIFOSTINE ANHYDROUS	http://www.drugbank.ca/drugs/DB01143	1545987
AMIFOSTINE	http://www.drugbank.ca/drugs/DB01143	4126
AMIKACIN	http://www.drugbank.ca/drugs/DB00479	641
AMILORIDE	http://www.drugbank.ca/drugs/DB00594	644
AMINACRINE	http://www.drugbank.ca/drugs/DB11561	645
AMINEPTINE	http://www.drugbank.ca/drugs/DB04836	17698
AMINOBENZOIC ACID	http://www.drugbank.ca/drugs/DB02362	74
AMINOCAPROIC ACID	http://www.drugbank.ca/drugs/DB00513	99
AMINOGLUTETHIMIDE	http://www.drugbank.ca/drugs/DB00357	677
AMINOHIPPURATE SODIUM	http://www.drugbank.ca/drugs/DB00345	203194
AMINOHIPPURIC ACID	http://www.drugbank.ca/drugs/DB00345	7832
AMINOLEVULINIC ACID	http://www.drugbank.ca/drugs/DB00855	683
AMINOPHENAZONE	http://www.drugbank.ca/drugs/DB01424	695
AMINOPHYLLINE	http://www.drugbank.ca/drugs/DB01223	689
AMINOPTERIN	http://www.drugbank.ca/drugs/DB08878	1440264
AMINOREX	http://www.drugbank.ca/drugs/DB01490	698
AMINOSALICYLIC ACID	http://www.drugbank.ca/drugs/DB00233	7833
AMIODARONE	http://www.drugbank.ca/drugs/DB01118	703
AMISULPRIDE	http://www.drugbank.ca/drugs/DB06288	46303
AMITRIPTYLINE	http://www.drugbank.ca/drugs/DB00321	704
AMLEXANOX	http://www.drugbank.ca/drugs/DB01025	46307
AMLODIPINE	http://www.drugbank.ca/drugs/DB00381	17767
AMMONIA N-13	http://www.drugbank.ca/drugs/DB09326	1305558
AMMONIUM CHLORIDE	http://www.drugbank.ca/drugs/DB06767	712
AMMONIUM LACTATE	http://www.drugbank.ca/drugs/DB06768	215247
AMOBARBITAL	http://www.drugbank.ca/drugs/DB01351	719
AMODIAQUINE	http://www.drugbank.ca/drugs/DB00613	720
AMONAFIDE	http://www.drugbank.ca/drugs/DB05022	1440270
AMOXAPINE	http://www.drugbank.ca/drugs/DB00543	722
AMOXICILLIN	http://www.drugbank.ca/drugs/DB01060	723
AMOXICILLIN ANHYDROUS	http://www.drugbank.ca/drugs/DB01060	1297882
AMPEROZIDE	http://www.drugbank.ca/drugs/DB08927	\N
AMPHECLORAL	http://www.drugbank.ca/drugs/DB08924	89768
AMPHETAMINE	http://www.drugbank.ca/drugs/DB00182	725
AMPHOTERICIN B	http://www.drugbank.ca/drugs/DB00681	732
AMPICILLIN	http://www.drugbank.ca/drugs/DB00415	733
AMPRENAVIR	http://www.drugbank.ca/drugs/DB00701	228656
AMRUBICIN	http://www.drugbank.ca/drugs/DB06263	232157
AMSACRINE	http://www.drugbank.ca/drugs/DB00276	739
AMYL NITRITE	http://www.drugbank.ca/drugs/DB01612	742
AMYLOCAINE	http://www.drugbank.ca/drugs/DB09088	40660
ANAGRELIDE	http://www.drugbank.ca/drugs/DB00261	596724
ANAKINRA	http://www.drugbank.ca/drugs/DB00026	72435
ANASTROZOLE	http://www.drugbank.ca/drugs/DB01217	84857
ANATIBANT	http://www.drugbank.ca/drugs/DB05038	\N
ANCESTIM	http://www.drugbank.ca/drugs/DB09103	140502
ANCROD	http://www.drugbank.ca/drugs/DB05099	772
ANDROGRAPHOLIDE	http://www.drugbank.ca/drugs/DB05767	\N
ANDROSTENEDIOL	http://www.drugbank.ca/drugs/DB01524	134426
ANDROSTENEDIONE	http://www.drugbank.ca/drugs/DB01536	784
ANHYDROUS DEXTROSE	http://www.drugbank.ca/drugs/DB11280	349730
ANIDULAFUNGIN	http://www.drugbank.ca/drugs/DB00362	341018
ANILERIDINE	http://www.drugbank.ca/drugs/DB00913	17933
ANIRACETAM	http://www.drugbank.ca/drugs/DB04599	17939
ANISINDIONE	http://www.drugbank.ca/drugs/DB01125	17941
ANISOMYCIN	http://www.drugbank.ca/drugs/DB07374	857
ANISOTROPINE METHYLBROMIDE	http://www.drugbank.ca/drugs/DB00517	17945
ANTAZOLINE	http://www.drugbank.ca/drugs/DB08799	865
ANTIHEMOPHILIC FACTOR HUMAN	http://www.drugbank.ca/drugs/DB00025	203083
ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT	http://www.drugbank.ca/drugs/DB00025	1300486
ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT RESIDUES 743-1636 DELETED	http://www.drugbank.ca/drugs/DB00025	1300485
ANTI-INHIBITOR COAGULANT COMPLEX	http://www.drugbank.ca/drugs/DB13151	314504
ANTI-INHIBITOR COAGULANT COMPLEX	http://www.drugbank.ca/drugs/DB13151	1435585
ANTIPYRINE	http://www.drugbank.ca/drugs/DB01435	1001
ANTITHROMBIN ALFA	http://www.drugbank.ca/drugs/DB11166	1427179
ANTRAFENINE	http://www.drugbank.ca/drugs/DB01419	\N
APADENOSON	http://www.drugbank.ca/drugs/DB05009	\N
APAZONE	http://www.drugbank.ca/drugs/DB07402	1029
APIXABAN	http://www.drugbank.ca/drugs/DB06605	1364430
APOMORPHINE	http://www.drugbank.ca/drugs/DB00714	1043
APRACLONIDINE	http://www.drugbank.ca/drugs/DB00964	14845
APRAMYCIN	http://www.drugbank.ca/drugs/DB04626	18184
APREMILAST	http://www.drugbank.ca/drugs/DB05676	1492727
APREPITANT	http://www.drugbank.ca/drugs/DB00673	358255
APRINDINE	http://www.drugbank.ca/drugs/DB01429	1054
APROBARBITAL	http://www.drugbank.ca/drugs/DB01352	17381
APROTININ	http://www.drugbank.ca/drugs/DB06692	1056
APTAZAPINE	http://www.drugbank.ca/drugs/DB09305	\N
ARACHIDONIC ACID	http://www.drugbank.ca/drugs/DB04557	1368624
ARANIDIPINE	http://www.drugbank.ca/drugs/DB09229	\N
ARBACLOFEN	http://www.drugbank.ca/drugs/DB08891	\N
ARBACLOFEN PLACARBIL	http://www.drugbank.ca/drugs/DB08892	\N
ARBEKACIN	http://www.drugbank.ca/drugs/DB06696	26397
ARBUTAMINE	http://www.drugbank.ca/drugs/DB01102	61609
ARCITUMOMAB	http://www.drugbank.ca/drugs/DB00113	230435
ARECOLINE	http://www.drugbank.ca/drugs/DB04365	1087
ARFORMOTEROL	http://www.drugbank.ca/drugs/DB01274	304962
ARGATROBAN	http://www.drugbank.ca/drugs/DB00278	15202
ARGININE	http://www.drugbank.ca/drugs/DB00125	1091
ARGIPRESSIN	http://www.drugbank.ca/drugs/DB00067	1098
ARIMOCLOMOL	http://www.drugbank.ca/drugs/DB05025	\N
ARIPIPRAZOLE	http://www.drugbank.ca/drugs/DB01238	89013
ARMODAFINIL	http://www.drugbank.ca/drugs/DB06413	641465
AROTINOLOL	http://www.drugbank.ca/drugs/DB09204	46584
ARSANILIC ACID	http://www.drugbank.ca/drugs/DB03006	1107
ARSENIC TRIOXIDE	http://www.drugbank.ca/drugs/DB01169	18330
ARSTHINOL	http://www.drugbank.ca/drugs/DB08928	89758
ARTEMETHER	http://www.drugbank.ca/drugs/DB06697	18343
ARTESUNATE	http://www.drugbank.ca/drugs/DB09274	18346
ARTICAINE	http://www.drugbank.ca/drugs/DB09009	592464
ASCORBIC ACID	http://www.drugbank.ca/drugs/DB00126	1151
ASENAPINE	http://www.drugbank.ca/drugs/DB06216	784649
ASIAN GINSENG	http://www.drugbank.ca/drugs/DB01404	1370774
ASIMADOLINE	http://www.drugbank.ca/drugs/DB05104	\N
ASPARAGINASE ERWINIA CHRYSANTHEMI	http://www.drugbank.ca/drugs/DB08886	1431738
ASPARAGINASE	http://www.drugbank.ca/drugs/DB00023	1156
ASPARAGINE	http://www.drugbank.ca/drugs/DB00174	1157
ASPARTAME	http://www.drugbank.ca/drugs/DB00168	1311524
ASPARTIC ACID	http://www.drugbank.ca/drugs/DB00128	1169
ASPIRIN	http://www.drugbank.ca/drugs/DB00945	1191
ASTEMIZOLE	http://www.drugbank.ca/drugs/DB00637	42328
ATAZANAVIR	http://www.drugbank.ca/drugs/DB01072	343047
ATENOLOL	http://www.drugbank.ca/drugs/DB00335	1202
ATEZOLIZUMAB	http://www.drugbank.ca/drugs/DB11595	\N
ATOMOXETINE	http://www.drugbank.ca/drugs/DB00289	38400
ATORVASTATIN	http://www.drugbank.ca/drugs/DB01076	83367
ATOVAQUONE	http://www.drugbank.ca/drugs/DB01117	60212
ATRACURIUM BESYLATE	http://www.drugbank.ca/drugs/DB00732	1219
ATROPINE	http://www.drugbank.ca/drugs/DB00572	1223
ATTAPULGITE	http://www.drugbank.ca/drugs/DB01574	18516
AURANOFIN	http://www.drugbank.ca/drugs/DB00995	1227
AUROTHIOGLUCOSE	http://www.drugbank.ca/drugs/DB09121	4980
AUTOLOGOUS CULTURED CHONDROCYTES	http://www.drugbank.ca/drugs/DB10997	1000589
AVANAFIL	http://www.drugbank.ca/drugs/DB06237	1291301
AVN-944	http://www.drugbank.ca/drugs/DB05500	\N
AVOBENZONE	http://www.drugbank.ca/drugs/DB09495	45045
AXITINIB	http://www.drugbank.ca/drugs/DB06626	1242999
AZACITIDINE	http://www.drugbank.ca/drugs/DB00928	1251
AZATADINE	http://www.drugbank.ca/drugs/DB00719	18600
AZATHIOPRINE	http://www.drugbank.ca/drugs/DB00993	1256
AZELAIC ACID	http://www.drugbank.ca/drugs/DB00548	18602
AZELASTINE	http://www.drugbank.ca/drugs/DB00972	18603
AZELNIDIPINE	http://www.drugbank.ca/drugs/DB09230	\N
AZIDOCILLIN	http://www.drugbank.ca/drugs/DB08795	18609
AZILSARTAN	http://www.drugbank.ca/drugs/DB08822	1091643
AZILSARTAN KAMEDOXOMIL	http://www.drugbank.ca/drugs/DB08822	1294597
AZILSARTAN MEDOXOMIL	http://www.drugbank.ca/drugs/DB08822	1091642
AZIMILIDE	http://www.drugbank.ca/drugs/DB04957	\N
AZITHROMYCIN, UNSPECIFIED FORM	http://www.drugbank.ca/drugs/DB00207	18631
AZLOCILLIN	http://www.drugbank.ca/drugs/DB01061	1266
AZOSEMIDE	http://www.drugbank.ca/drugs/DB08961	18651
AZTREONAM	http://www.drugbank.ca/drugs/DB00355	1272
BACAMPICILLIN	http://www.drugbank.ca/drugs/DB01602	18687
BACITRACIN	http://www.drugbank.ca/drugs/DB00626	1291
BACITRACIN A	http://www.drugbank.ca/drugs/DB00626	18699
BACLOFEN	http://www.drugbank.ca/drugs/DB00181	1292
BALSALAZIDE	http://www.drugbank.ca/drugs/DB01014	18747
BAMBUTEROL	http://www.drugbank.ca/drugs/DB01408	18751
BANOXANTRONE	http://www.drugbank.ca/drugs/DB04975	\N
BARBEXACLONE	http://www.drugbank.ca/drugs/DB09001	46795
BARBITAL	http://www.drugbank.ca/drugs/DB01483	1325
BARNIDIPINE	http://www.drugbank.ca/drugs/DB09227	39879
BASILIXIMAB	http://www.drugbank.ca/drugs/DB00074	196102
BATIMASTAT	http://www.drugbank.ca/drugs/DB03880	\N
BAVITUXIMAB	http://www.drugbank.ca/drugs/DB05136	\N
BAZEDOXIFENE	http://www.drugbank.ca/drugs/DB06401	1441386
BECAPLERMIN	http://www.drugbank.ca/drugs/DB00102	115238
BECLAMIDE	http://www.drugbank.ca/drugs/DB09011	18846
BECLOMETHASONE DIPROPIONATE	http://www.drugbank.ca/drugs/DB00394	1348
BECLOMETHASONE	http://www.drugbank.ca/drugs/DB00394	1347
BECOCALCIDIOL	http://www.drugbank.ca/drugs/DB04891	\N
BEDAQUILINE	http://www.drugbank.ca/drugs/DB08903	1364504
BEFUNOLOL	http://www.drugbank.ca/drugs/DB09013	18849
BELATACEPT	http://www.drugbank.ca/drugs/DB06681	1112973
BELIMUMAB	http://www.drugbank.ca/drugs/DB08879	1092437
BELINOSTAT	http://www.drugbank.ca/drugs/DB05015	1543543
BENACTYZINE	http://www.drugbank.ca/drugs/DB09023	1361
BENAZEPRIL	http://www.drugbank.ca/drugs/DB00542	18867
BENDAMUSTINE	http://www.drugbank.ca/drugs/DB06769	134547
BENDROFLUMETHIAZIDE	http://www.drugbank.ca/drugs/DB00436	1369
BENFLUOREX	http://www.drugbank.ca/drugs/DB09022	18880
BENIDIPINE	http://www.drugbank.ca/drugs/DB09231	18883
BENMOXIN	http://www.drugbank.ca/drugs/DB09246	\N
BENOXAPROFEN	http://www.drugbank.ca/drugs/DB04812	18886
BENOXINATE	http://www.drugbank.ca/drugs/DB00892	18889
BENTIROMIDE	http://www.drugbank.ca/drugs/DB00522	18896
BENZETHIDINE	http://www.drugbank.ca/drugs/DB01518	\N
BENZOCAINE	http://www.drugbank.ca/drugs/DB01086	1399
BENZOCTAMINE	http://www.drugbank.ca/drugs/DB09021	18982
BENZOIC ACID	http://www.drugbank.ca/drugs/DB03793	18989
BENZONATATE	http://www.drugbank.ca/drugs/DB00868	18993
BENZOYL PEROXIDE	http://www.drugbank.ca/drugs/DB09096	1418
BENZPHETAMINE	http://www.drugbank.ca/drugs/DB00865	1422
BENZQUINAMIDE	http://www.drugbank.ca/drugs/DB00767	19041
BENZTHIAZIDE	http://www.drugbank.ca/drugs/DB00562	19008
BENZTROPINE	http://www.drugbank.ca/drugs/DB00245	1424
BENZYDAMINE	http://www.drugbank.ca/drugs/DB09084	1425
BENZYL ALCOHOL	http://www.drugbank.ca/drugs/DB06770	1426
BENZYL BENZOATE	http://www.drugbank.ca/drugs/DB00676	19044
BENZYLPENICILLOYL POLYLYSINE	http://www.drugbank.ca/drugs/DB00895	19079
BEPOTASTINE	http://www.drugbank.ca/drugs/DB04890	863035
BEPRIDIL	http://www.drugbank.ca/drugs/DB01244	1436
BERACTANT	http://www.drugbank.ca/drugs/DB06761	46967
BERAPROST	http://www.drugbank.ca/drugs/DB05229	19088
BERBERINE	http://www.drugbank.ca/drugs/DB04115	1437
BESIFLOXACIN	http://www.drugbank.ca/drugs/DB06771	819911
BETACETYLMETHADOL	http://www.drugbank.ca/drugs/DB01522	\N
.BETA.-D-GLUCOPYRANOSE	http://www.drugbank.ca/drugs/DB02379	1442190
BETAHISTINE	http://www.drugbank.ca/drugs/DB06698	1511
BETAINE	http://www.drugbank.ca/drugs/DB06756	1512
BETAMEPRODINE	http://www.drugbank.ca/drugs/DB01552	\N
BETAMETHASONE	http://www.drugbank.ca/drugs/DB00443	1514
BETAPRODINE	http://www.drugbank.ca/drugs/DB01473	\N
BETAXOLOL	http://www.drugbank.ca/drugs/DB00195	1520
BETAZOLE	http://www.drugbank.ca/drugs/DB00272	1521
BETHANECHOL	http://www.drugbank.ca/drugs/DB01019	19257
BETHANIDINE	http://www.drugbank.ca/drugs/DB00217	1523
BEVACIZUMAB	http://www.drugbank.ca/drugs/DB00112	253337
BEVANTOLOL	http://www.drugbank.ca/drugs/DB01295	19263
BEVIRIMAT	http://www.drugbank.ca/drugs/DB06581	\N
BEXAROTENE	http://www.drugbank.ca/drugs/DB00307	233272
BEZAFIBRATE	http://www.drugbank.ca/drugs/DB01393	1525
BEZITRAMIDE	http://www.drugbank.ca/drugs/DB01459	19265
BICALUTAMIDE	http://www.drugbank.ca/drugs/DB01128	83008
BICIFADINE	http://www.drugbank.ca/drugs/DB04889	\N
BIFEPRUNOX	http://www.drugbank.ca/drugs/DB04888	\N
BIFONAZOLE	http://www.drugbank.ca/drugs/DB04794	19295
BILASTINE	http://www.drugbank.ca/drugs/DB11591	323344
BIMATOPROST	http://www.drugbank.ca/drugs/DB00905	283810
BIOTIN	http://www.drugbank.ca/drugs/DB00121	1588
BIPERIDEN	http://www.drugbank.ca/drugs/DB00810	1589
BIRICODAR	http://www.drugbank.ca/drugs/DB04851	\N
BIRICODAR DICITRATE	http://www.drugbank.ca/drugs/DB04851	\N
BISACODYL	http://www.drugbank.ca/drugs/DB09020	1596
BISMUTH SUBSALICYLATE	http://www.drugbank.ca/drugs/DB01294	19478
BISOPROLOL	http://www.drugbank.ca/drugs/DB00612	19484
BITHIONOL	http://www.drugbank.ca/drugs/DB04813	1605
BITOLTEROL	http://www.drugbank.ca/drugs/DB00901	19499
BITOLTEROL MESYLATE	http://www.drugbank.ca/drugs/DB00901	47187
BIVALIRUDIN	http://www.drugbank.ca/drugs/DB00006	60819
BIVALIRUDIN	http://www.drugbank.ca/drugs/DB02351	60819
BLEOMYCIN	http://www.drugbank.ca/drugs/DB00290	1622
BLEOMYCIN A2	http://www.drugbank.ca/drugs/DB00290	\N
BLINATUMOMAB	http://www.drugbank.ca/drugs/DB09052	1597258
BLONANSERIN	http://www.drugbank.ca/drugs/DB09223	\N
BOLASTERONE	http://www.drugbank.ca/drugs/DB01471	113420
BOLDENONE	http://www.drugbank.ca/drugs/DB01541	22430
BORTEZOMIB	http://www.drugbank.ca/drugs/DB00188	358258
BOSENTAN ANHYDROUS	http://www.drugbank.ca/drugs/DB00559	1468845
BOSENTAN	http://www.drugbank.ca/drugs/DB00559	75207
BOSUTINIB	http://www.drugbank.ca/drugs/DB06616	1307619
BOTULINUM TOXIN TYPE A	http://www.drugbank.ca/drugs/DB00083	1712
BRASOFENSINE	http://www.drugbank.ca/drugs/DB04857	\N
BRECANAVIR	http://www.drugbank.ca/drugs/DB04887	\N
BRENTUXIMAB VEDOTIN	http://www.drugbank.ca/drugs/DB08870	1147320
BRETYLIUM	http://www.drugbank.ca/drugs/DB01158	19685
BRIAKINUMAB	http://www.drugbank.ca/drugs/DB05459	974631
BRIFENTANIL	http://www.drugbank.ca/drugs/DB09172	\N
BRIMONIDINE	http://www.drugbank.ca/drugs/DB00484	134615
BRINZOLAMIDE	http://www.drugbank.ca/drugs/DB01194	194881
BRIVUDINE	http://www.drugbank.ca/drugs/DB05041	59161
BROMAZEPAM	http://www.drugbank.ca/drugs/DB01558	1749
BROMFENAC	http://www.drugbank.ca/drugs/DB00963	19737
BROMOCRIPTINE	http://www.drugbank.ca/drugs/DB01200	1760
BROMODIPHENHYDRAMINE	http://www.drugbank.ca/drugs/DB01237	19759
BROMOPRIDE	http://www.drugbank.ca/drugs/DB09018	19768
BROMPHENIRAMINE	http://www.drugbank.ca/drugs/DB00835	1767
BROTIZOLAM	http://www.drugbank.ca/drugs/DB09017	19790
BUCLIZINE	http://www.drugbank.ca/drugs/DB00354	59636
BUDESONIDE	http://www.drugbank.ca/drugs/DB01222	19831
BUFORMIN	http://www.drugbank.ca/drugs/DB04830	1803
BUFURALOL	http://www.drugbank.ca/drugs/DB06726	\N
BUMETANIDE	http://www.drugbank.ca/drugs/DB00887	1808
BUNAMIODYL	http://www.drugbank.ca/drugs/DB04814	169531
BUPIVACAINE	http://www.drugbank.ca/drugs/DB00297	1815
